Date,Open,High,Low,Close,Adj Close,Volume
2015-07-16,116.889999,118.160004,116.870003,118.110001,101.121010,7306500
2015-07-17,118.370003,118.889999,118.360001,118.720001,101.643227,7404900
2015-07-20,118.290001,118.650002,117.900002,118.220001,101.215141,5941000
2015-07-21,117.680000,118.930000,117.660004,118.860001,101.763123,5627500
2015-07-22,119.010002,119.900002,118.949997,119.599998,102.396660,6228900
2015-07-23,119.599998,121.199997,119.449997,121.089996,103.672371,9087700
2015-07-24,121.500000,121.550003,120.919998,121.389999,103.929169,7307900
2015-07-27,122.190002,122.290001,121.480003,122.040001,104.485695,8172000
2015-07-28,121.160004,121.570000,120.900002,121.150002,103.723686,9128200
2015-07-29,121.019997,121.169998,120.419998,120.699997,103.338425,6706400
2015-07-30,121.209999,121.940002,121.150002,121.629997,104.134682,6146600
2015-07-31,122.440002,122.900002,122.059998,122.529999,104.905235,9178400
2015-08-03,122.320000,123.750000,122.320000,123.550003,106.009521,11753700
2015-08-04,123.160004,123.320000,122.459999,122.570000,105.168610,6448800
2015-08-05,121.769997,121.910004,121.190002,121.650002,104.379234,7574400
2015-08-06,122.000000,122.870003,122.000000,122.730003,105.305931,6118100
2015-08-07,123.300003,124.500000,123.239998,124.339996,106.687340,8317000
2015-08-10,123.410004,123.570000,122.519997,122.800003,105.365974,7461700
2015-08-11,124.300003,125.129997,124.160004,124.750000,107.039124,11145700
2015-08-12,124.930000,125.709999,124.000000,124.070000,106.455696,8455200
2015-08-13,123.830002,124.419998,123.220001,123.669998,106.112465,7691400
2015-08-14,123.470001,124.370003,123.199997,123.959999,106.361275,4324700
2015-08-17,124.709999,125.099998,124.389999,124.519997,106.841805,7880300
2015-08-18,123.800003,124.290001,123.379997,123.540001,106.000938,5024300
2015-08-19,123.059998,124.930000,122.989998,124.760002,107.047714,10736000
2015-08-20,125.370003,126.099998,125.180000,126.019997,108.128830,9078300
2015-08-21,126.160004,126.739998,125.589996,126.400002,108.454849,10718300
2015-08-24,128.309998,128.919998,125.820000,126.360001,108.420555,16663400
2015-08-25,124.550003,124.790001,123.559998,124.330002,106.678734,15354800
2015-08-26,123.000000,123.510002,121.360001,121.930000,104.619514,16429900
2015-08-27,121.820000,122.870003,121.650002,122.000000,104.679550,9127000
2015-08-28,123.150002,123.470001,122.230003,122.360001,104.988419,9946200
2015-08-31,123.360001,123.470001,121.339996,121.419998,104.181923,8617600
